Órgão,Unidade Gestora,Número Contrato,Fornecedor,Vig. Início,Vig. Fim,Valor Global,Núm. Parcelas,Valor Parcela,ministerio
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00023/2020,37.074.796/0001-37 - DEXION INFORMATICA LTDA,30/12/2020,30/12/2022,"R$ 4.800,00",12,"R$ 400,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00033/2017,04.929.322/0001-70 - LAYER TECNOLOGIA DA INFORMACAO LTDA,04/12/2017,04/12/2022,"R$ 100.243,00",12,"R$ 8.353,58",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00031/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,28/12/2022,28/12/2025,"R$ 280.960,00",1,"R$ 280.960,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00027/2022,13.183.749/0001-63 - MINHA BIBLIOTECA LTDA.,19/12/2022,19/12/2025,"R$ 52.020,00",1,"R$ 52.020,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00004/2016,33.683.111/0002-80 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),25/04/2016,25/04/2021,"R$ 101.439,05",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00002/2021,11.777.162/0001-57 - BASIS TECNOLOGIA DA INFORMACAO S.A.,22/01/2021,22/01/2026,"R$ 2.859.840,00",12,"R$ 238.320,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00028/2020,72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA,31/12/2020,31/12/2021,"R$ 141.320,00",1,"R$ 141.320,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00012/2018,26.025.401/0001-90 - BLUE EYE SOLUCOES EM TECNOLOGIA LTDA,16/04/2018,17/04/2023,"R$ 2.190.397,00",12,"R$ 182.533,08",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00031/2018,00.665.620/0001-40 - EFICACIA ORGANIZACAO LTDA,17/12/2018,17/12/2023,"R$ 103.080,00",12,"R$ 8.590,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00015/2021,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,01/12/2021,01/12/2024,"R$ 577.200,00",1,"R$ 577.200,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00032/2018,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,24/12/2018,24/12/2021,"R$ 5.454.518,50",36,"R$ 151.514,40",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00021/2017,"11.615.516/0001-67 - INOVA CONSULTORIA, CURSOS E EVENTOS LTDA",10/10/2017,10/10/2022,"R$ 24.000,00",1,"R$ 24.000,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00020/2023,81.243.735/0019-77 - POSITIVO TECNOLOGIA S.A.,09/11/2023,09/11/2024,"R$ 17.785,00",1,"R$ 17.785,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00026/2020,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,31/12/2020,31/12/2021,"R$ 49.475.940,00",12,"R$ 4.122.995,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00005/2019,01.011.976/0001-22 - ORION ENGENHARIA E TECNOLOGIA S/A,05/04/2019,05/04/2024,"R$ 1.025.094,70",12,"R$ 85.424,56",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00027/2020,81.243.735/0009-03 - POSITIVO TECNOLOGIA S.A.,31/12/2020,31/12/2021,"R$ 1.348.780,00",1,"R$ 1.348.780,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00018/2023,81.243.735/0009-03 - POSITIVO TECNOLOGIA S.A.,09/11/2023,09/11/2024,"R$ 899.429,00",1,"R$ 899.429,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00019/2023,59.717.553/0006-17 - GRUPO MULTI S.A,09/11/2023,09/11/2024,"R$ 255.300,00",1,"R$ 255.300,00",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00008/2019,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,01/07/2019,01/07/2024,"R$ 3.082.119,54",1,"R$ 3.082.119,54",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00003/2021,34.524.579/0001-03 - R V BIFULCO E CIA LTDA,04/02/2021,04/02/2025,"R$ 15.390,00",12,"R$ 1.282,50",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00021/2020,806030 - SERPRO - SEDE - BRASILIA,31/03/2020,31/03/2025,"R$ 422.761,32",12,"R$ 35.230,11",Consulta Contratos Contratos.gov.br Min Ciencia 24000
"24000 - MINISTERIO DA CIENCIA, TECNOLOGIA E INOVAC",240101 - COORD.GER.REC.LOG.,00022/2018,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,27/07/2018,27/07/2024,"R$ 11.578.626,60",12,"R$ 964.885,55",Consulta Contratos Contratos.gov.br Min Ciencia 24000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00017/2021,72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA,01/06/2021,31/05/2022,"R$ 1.096.480,00",12,"R$ 91.373,33",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00005/2021,806030 - SERPRO - SEDE - BRASILIA,15/03/2021,15/03/2023,"R$ 68.338,08",12,"R$ 5.694,84",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00123/2022,58.619.404/0008-14 - CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA,07/11/2022,07/11/2023,"R$ 749.000,00",12,"R$ 62.416,67",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00051/2021,06.926.223/0001-60 - AMERICA TECNOLOGIA DE INFORMATICA E ELETRO-ELETRONICOS LTDA,06/07/2021,06/07/2022,"R$ 126.000,00",1,"R$ 126.000,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00052/2021,30.517.827/0001-38 - RMG TECNOLOGIA INTEGRADA LTDA,06/07/2021,06/07/2022,"R$ 100.495,00",12,"R$ 8.374,58",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00053/2021,15.135.210/0001-64 - TECPARTS IMPORTACAO E DISTRIBUICAO DE PECAS LTDA,06/07/2021,06/07/2022,"R$ 200.830,00",12,"R$ 16.735,83",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00047/2021,72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA,10/06/2021,09/06/2022,"R$ 2.073.871,00",12,"R$ 172.822,58",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00029/2020,76.366.285/0001-40 - SEPROL IT SERVICES & CONSULTING LTDA,31/12/2020,30/06/2021,"R$ 1.160.290,46",6,"R$ 193.381,74",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00122/2022,03.017.428/0001-35 - NCT INFORMATICA LTDA,20/10/2022,20/10/2023,"R$ 1.300.000,00",1,"R$ 1.300.000,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00183/2022,81.243.735/0009-03 - POSITIVO TECNOLOGIA S.A.,29/12/2022,29/12/2023,"R$ 1.145.400,00",1,"R$ 1.145.400,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00050/2021,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,25/06/2021,28/12/2023,"R$ 47.625.779,85",1,"R$ 47.625.779,85",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00188/2022,01.134.191/0002-28 - SERVIX INFORMATICA LTDA,30/12/2022,30/12/2023,"R$ 427.000,00",1,"R$ 427.000,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00054/2021,05.889.039/0001-25 - FAST HELP INFORMATICA LTDA,06/07/2021,06/10/2023,"R$ 200.621,00",1,"R$ 200.621,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410003 - CGRL/MCOM,00093/2022,20.750.593/0001-10 - AGENCIA BRASPUB & EMPREENDIMENTOS LTDA,24/08/2022,24/08/2024,"R$ 79.819,92",12,"R$ 6.651,66",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410059 - SETEL/MCOM,00170/2023,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,19/12/2023,19/12/2028,"R$ 3.125.902.742,40",1,"R$ 3.125.902.742,40",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00132/2023,31.862.002/0001-13 - GLOBAL SEC. TECNOLOGIA & INFORMACAO LTDA,13/09/2023,13/09/2025,"R$ 585.000,00",12,"R$ 48.750,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00005/2024,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),19/04/2024,19/04/2026,"R$ 1.181,30",1,"R$ 1.181,30",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00003/2024,24.425.034/0001-96 - JAMC CONSULTORIA E REPRESENTACAO DE SOFTWARE LTDA,04/04/2024,04/04/2026,"R$ 1.736.500,00",1,"R$ 1.736.500,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00002/2024,11.038.368/0001-65 - DISRUPTEC BRASIL LTDA,04/04/2024,04/04/2026,"R$ 1.594.400,00",1,"R$ 1.594.400,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00001/2025,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,28/02/2025,28/02/2026,"R$ 2.634.758,22",12,"R$ 219.563,19",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00015/2024,01.645.738/0001-79 - INDRA BRASIL SOLUCOES E SERVICOS TECNOLOGICOS LTDA,14/10/2024,14/10/2025,"R$ 4.004.840,00",1,"R$ 4.004.840,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00013/2020,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,06/08/2020,06/08/2025,"R$ 242.427,00",12,"R$ 20.202,25",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00063/2021,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,18/08/2021,18/08/2024,"R$ 573.400,00",12,"R$ 47.783,33",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00165/2023,21.547.011/0001-66 - ALLTECH - SOLUCOES EM TECNOLOGIA LTDA,11/12/2023,11/12/2026,"R$ 4.856.040,00",1,"R$ 4.856.040,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00172/2023,"11.615.516/0001-67 - INOVA CONSULTORIA, CURSOS E EVENTOS LTDA",31/12/2023,31/12/2025,"R$ 30.000,00",1,"R$ 30.000,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00048/2021,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),25/06/2021,25/06/2025,"R$ 265.784,64",12,"R$ 22.148,72",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00028/2024,37.131.927/0001-70 - NORTHWARE COMERCIO E SERVICOS LTDA,23/12/2024,23/12/2025,"R$ 1.795.000,00",1,"R$ 1.795.000,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00069/2021,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,08/10/2021,08/10/2025,"R$ 923.158,33",48,"R$ 19.232,47",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00174/2023,26.025.401/0001-90 - BLUE EYE SOLUCOES EM TECNOLOGIA LTDA,30/12/2023,30/12/2025,"R$ 5.732.415,00",1,"R$ 5.732.415,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00001/2021,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,25/02/2021,25/02/2025,"R$ 2.281.319,88",12,"R$ 190.109,99",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00169/2023,76.366.285/0001-40 - SEPROL IT SERVICES & CONSULTING LTDA,22/12/2023,22/12/2028,"R$ 689.998,50",1,"R$ 689.998,50",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00175/2023,58.619.404/0008-14 - CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA,30/12/2023,30/12/2024,"R$ 1.470.150,00",1,"R$ 1.470.150,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00049/2021,02.421.421/0001-11 - TIM S A,15/07/2021,15/07/2026,"R$ 400.149,93",30,"R$ 13.338,33",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00185/2022,07.192.480/0002-60 - AMM TECNOLOGIA E SERVICOS DE INFORMATICA S/A,29/12/2022,29/12/2026,"R$ 57.400,00",1,"R$ 57.400,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00168/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,19/12/2022,19/12/2025,"R$ 807.700,00",1,"R$ 807.700,00",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00166/2023,07.322.276/0001-35 - SYDLE SISTEMAS LTDA,14/12/2023,14/12/2026,"R$ 1.510.300,50",1,"R$ 1.510.300,50",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
41000 - MINISTERIO DAS COMUNICACOES,410072 - SPTI,00013/2021,03.627.226/0001-05 - DSS SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA EM RECUPERACAO JUDICIAL,13/05/2021,13/05/2025,"R$ 2.197.683,99",12,"R$ 183.140,33",Consulta Contratos Contratos.gov.br Min Comunicacoes 41000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00021/2024,76.659.820/0046-53 - ASSOCIACAO PARANAENSE DE CULTURA - APC,16/10/2024,16/10/2025,"R$ 23.400,00",1,"R$ 23.400,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00017/2024,02.558.157/0135-74 - TELEFONICA BRASIL S.A.,02/08/2024,02/08/2025,"R$ 3.419.965,80",1,"R$ 3.419.965,80",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00001/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),19/05/2023,19/05/2026,"R$ 855.387,84",1,"R$ 855.387,84",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00008/2023,58.619.404/0008-14 - CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA,23/05/2023,23/05/2024,"R$ 2.241.220,80",1,"R$ 2.241.220,80",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00030/2022,09.461.647/0001-95 - SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A,20/10/2022,20/10/2023,"R$ 911,40",1,"R$ 911,40",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00031/2024,04.947.601/0001-67 - RESOURCE TECNOLOGIA E INFORMATICA LTDA.,14/11/2024,14/11/2025,"R$ 425.523,84",1,"R$ 425.523,84",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00028/2024,50.420.622/0001-47 - WISEPATH TECNOLOGIA LTDA,14/10/2024,14/10/2025,"R$ 1.600.000,00",1,"R$ 1.600.000,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00022/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),05/09/2022,05/09/2023,"R$ 1.254,00",1,"R$ 1.254,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00041/2024,23.247.377/0001-45 - DMK3 TECNOLOGIA LTDA,27/12/2024,27/12/2027,"R$ 1.396.484,25",1,"R$ 1.396.484,25",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420001 - SPOA/SE/MINC,00021/2022,24.752.571/0001-40 - GMO GLOBALSIGN SOLUCOES EM TECNOLOGIA S/A,27/07/2022,27/07/2025,"R$ 1.058,00",1,"R$ 1.058,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00030/2023,50.420.622/0001-47 - WISEPATH TECNOLOGIA LTDA,29/12/2023,29/12/2024,"R$ 668.000,00",1,"R$ 668.000,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00029/2024,36.765.378/0001-23 - MEMORA PROCESSOS INOVADORES S.A.,22/10/2024,22/10/2025,"R$ 5.024.269,92",1,"R$ 5.024.269,92",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00029/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),17/10/2022,17/10/2025,"R$ 9.625,70",1,"R$ 9.625,70",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,90014/2023,09.053.350/0001-90 - NIVA TECNOLOGIA DA INFORMACAO LTDA,26/12/2023,26/12/2025,"R$ 250.097,40",1,"R$ 250.097,40",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00040/2022,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,09/12/2022,09/12/2025,"R$ 5.199.965,55",12,"R$ 433.330,46",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00030/2019,11.777.162/0001-57 - BASIS TECNOLOGIA DA INFORMACAO S.A.,27/12/2019,26/12/2024,"R$ 6.189.340,08",1,"R$ 6.189.340,08",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00036/2024,20.022.974/0001-83 - NORDEN TECNOLOGIA LTDA,29/11/2024,29/11/2027,"R$ 1.009.500,00",1,"R$ 1.009.500,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00042/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,22/12/2022,22/12/2025,"R$ 230.480,00",1,"R$ 230.480,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00040/2024,36.177.677/0001-47 - GMX2 TECNOLOGIA COMERCIO E SERVICOS DE INFORMATICA LTDA,27/12/2024,27/12/2027,"R$ 4.149.000,00",1,"R$ 4.149.000,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00010/2024,20.022.974/0001-83 - NORDEN TECNOLOGIA LTDA,17/04/2024,17/04/2027,"R$ 5.466.000,00",1,"R$ 5.466.000,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00029/2023,24.425.034/0001-96 - JAMC CONSULTORIA E REPRESENTACAO DE SOFTWARE LTDA,29/12/2023,29/12/2024,"R$ 1.735.900,00",1,"R$ 1.735.900,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00031/2023,50.420.622/0001-47 - WISEPATH TECNOLOGIA LTDA,29/12/2023,29/12/2024,"R$ 3.296.000,00",1,"R$ 3.296.000,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,420020 - STII/SGE/SE/MINC,00014/2024,24.425.034/0001-96 - JAMC CONSULTORIA E REPRESENTACAO DE SOFTWARE LTDA,23/05/2024,23/05/2025,"R$ 4.767.500,00",1,"R$ 4.767.500,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
42000 - MINISTERIO DA CULTURA,540022 - SEFIC - CONTRATOS,00042/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,22/12/2022,22/12/2025,"R$ 230.480,00",1,"R$ 230.480,00",Consulta Contratos Contratos.gov.br Min Cultura 42000
52000 - MINISTERIO DA DEFESA,112408 - HFA,00029/2021,02.543.216/0011-09 - PERFIL COMPUTACIONAL LTDA,24/11/2021,24/11/2022,"R$ 3.051.289,00",1,"R$ 3.051.289,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00037/2021,73.514.382/0001-45 - 2R DATATEL TELEINFORMATICA LTDA,10/01/2022,10/01/2023,"R$ 1.682.250,00",1,"R$ 1.682.250,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00016/2023,73.514.382/0001-45 - 2R DATATEL TELEINFORMATICA LTDA,19/12/2023,20/12/2026,"R$ 2.867.400,00",1,"R$ 2.867.400,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00019/2022,03.716.680/0001-32 - LAURO RENATO ROCHA LIMA,11/11/2022,11/11/2025,"R$ 55.700,00",1,"R$ 55.700,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00020/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,11/11/2022,11/11/2025,"R$ 186.587,11",1,"R$ 186.587,11",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00001/2023,01.181.242/0003-53 - COMPWIRE INFORMATICA LTDA,06/02/2023,06/02/2024,"R$ 3.349.052,00",1,"R$ 3.349.052,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00013/2024,91.879.544/0001-20 - MV SISTEMAS LTDA,01/08/2024,01/08/2025,"R$ 54.000,00",12,"R$ 4.500,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,112408 - HFA,00021/2022,33.216.487/0001-01 - 2SP COMERCIO DE ELETRONICOS LTDA,11/11/2022,11/11/2025,"R$ 150.000,00",1,"R$ 150.000,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
52000 - MINISTERIO DA DEFESA,110798 - ESD,00008/2023,02.423.535/0001-09 - BLOCKBIT TECNOLOGIA LTDA,06/07/2023,05/07/2025,"R$ 80.000,00",1,"R$ 80.000,00",Consulta Contratos Contratos.gov.br Min Defesa 20105
